From https://github.com/nikcheerla/scaling
   d65b3a0..d395459  master     -> origin/master
Updating d65b3a0..d395459
Fast-forward
 105500-1/joblog.log                  | 51 ++++++++++++++++++++++++++++++++++++
 experiments/train_perceptual_loss.py |  7 +++--
 logger.py                            |  1 +
 3 files changed, 57 insertions(+), 2 deletions(-)
 create mode 100644 105500-1/joblog.log
Logging to environment train_convergence
Train files count: 3649462
Val files count: 391967
/workspace/scaling/logger.py:4: UserWarning: 
This call to matplotlib.use() has no effect because the backend has already
been chosen; matplotlib.use() must be called *before* pylab, matplotlib.pyplot,
or matplotlib.backends is imported for the first time.

The backend was *originally* set to 'TkAgg' by the following code:
  File "/opt/conda/envs/pytorch-py3.6/lib/python3.6/runpy.py", line 193, in _run_module_as_main
    "__main__", mod_spec)
  File "/opt/conda/envs/pytorch-py3.6/lib/python3.6/runpy.py", line 85, in _run_code
    exec(code, run_globals)
  File "/workspace/scaling/experiments/train_perceptual_loss.py", line 12, in <module>
    from models import TrainableModel, DataParallelModel
  File "/workspace/scaling/models.py", line 9, in <module>
    import matplotlib.pyplot as plt
  File "/opt/conda/envs/pytorch-py3.6/lib/python3.6/site-packages/matplotlib/pyplot.py", line 71, in <module>
    from matplotlib.backends import pylab_setup
  File "/opt/conda/envs/pytorch-py3.6/lib/python3.6/site-packages/matplotlib/backends/__init__.py", line 16, in <module>
    line for line in traceback.format_stack()


  mpl.use('Agg')
/workspace/scaling/datasets.py:4: UserWarning: 
This call to matplotlib.use() has no effect because the backend has already
been chosen; matplotlib.use() must be called *before* pylab, matplotlib.pyplot,
or matplotlib.backends is imported for the first time.

The backend was *originally* set to 'TkAgg' by the following code:
  File "/opt/conda/envs/pytorch-py3.6/lib/python3.6/runpy.py", line 193, in _run_module_as_main
    "__main__", mod_spec)
  File "/opt/conda/envs/pytorch-py3.6/lib/python3.6/runpy.py", line 85, in _run_code
    exec(code, run_globals)
  File "/workspace/scaling/experiments/train_perceptual_loss.py", line 12, in <module>
    from models import TrainableModel, DataParallelModel
  File "/workspace/scaling/models.py", line 9, in <module>
    import matplotlib.pyplot as plt
  File "/opt/conda/envs/pytorch-py3.6/lib/python3.6/site-packages/matplotlib/pyplot.py", line 71, in <module>
    from matplotlib.backends import pylab_setup
  File "/opt/conda/envs/pytorch-py3.6/lib/python3.6/site-packages/matplotlib/backends/__init__.py", line 16, in <module>
    line for line in traceback.format_stack()


  mpl.use('Agg')
(train) epoch: 0, loss: 0.2163,  ... 135.39 sec
(train) epoch: 0, loss: 0.1833,  ... 21.33 sec
(train) epoch: 0, loss: 0.1236,  ... 21.27 sec
(train) epoch: 0, loss: 0.0688,  ... 21.42 sec
(train) epoch: 0, loss: 0.0547,  ... 20.99 sec
(train) epoch: 0, loss: 0.0516,  ... 21.38 sec
(train) epoch: 0, loss: 0.0499,  ... 21.41 sec
(train) epoch: 0, loss: 0.0482,  ... 21.15 sec
(train) epoch: 0, loss: 0.0467, train_mse_loss: 0.0996, train_perceptual_loss: 0.2390,  ... 28.74 sec
(train) epoch: 0, loss: 0.0452, train_mse_loss: 0.0996, train_perceptual_loss: 0.2390,  ... 21.59 sec
(train) epoch: 0, loss: 0.0438, train_mse_loss: 0.0996, train_perceptual_loss: 0.2390,  ... 21.32 sec
(train) epoch: 0, loss: 0.0428, train_mse_loss: 0.0996, train_perceptual_loss: 0.2390,  ... 21.27 sec
(train) epoch: 0, loss: 0.0417, train_mse_loss: 0.0996, train_perceptual_loss: 0.2390,  ... 21.41 sec
(train) epoch: 0, loss: 0.0407, train_mse_loss: 0.0996, train_perceptual_loss: 0.2390,  ... 21.42 sec
(train) epoch: 0, loss: 0.0411, train_mse_loss: 0.0996, train_perceptual_loss: 0.2390,  ... 21.16 sec
(train) epoch: 0, loss: 0.0398, train_mse_loss: 0.0996, train_perceptual_loss: 0.2390,  ... 21.46 sec
Saving model to /result/model.pth
(train) epoch: 1, loss: 0.0396, train_mse_loss: 0.0996, train_perceptual_loss: 0.2390, val_mse_loss: 0.0427, val_perceptual_loss: 0.1020,  ... 23.62 sec
(train) epoch: 1, loss: 0.0397, train_mse_loss: 0.0996, train_perceptual_loss: 0.2390, val_mse_loss: 0.0427, val_perceptual_loss: 0.1020,  ... 21.28 sec
(train) epoch: 1, loss: 0.0391, train_mse_loss: 0.0996, train_perceptual_loss: 0.2390, val_mse_loss: 0.0427, val_perceptual_loss: 0.1020,  ... 21.60 sec
(train) epoch: 1, loss: 0.0393, train_mse_loss: 0.0996, train_perceptual_loss: 0.2390, val_mse_loss: 0.0427, val_perceptual_loss: 0.1020,  ... 21.51 sec
(train) epoch: 1, loss: 0.0391, train_mse_loss: 0.0996, train_perceptual_loss: 0.2390, val_mse_loss: 0.0427, val_perceptual_loss: 0.1020,  ... 21.29 sec
(train) epoch: 1, loss: 0.0386, train_mse_loss: 0.0996, train_perceptual_loss: 0.2390, val_mse_loss: 0.0427, val_perceptual_loss: 0.1020,  ... 21.60 sec
(train) epoch: 1, loss: 0.0380, train_mse_loss: 0.0996, train_perceptual_loss: 0.2390, val_mse_loss: 0.0427, val_perceptual_loss: 0.1020,  ... 21.63 sec
(train) epoch: 1, loss: 0.0379, train_mse_loss: 0.0996, train_perceptual_loss: 0.2390, val_mse_loss: 0.0427, val_perceptual_loss: 0.1020,  ... 21.41 sec
(train) epoch: 1, loss: 0.0374, train_mse_loss: 0.0389, train_perceptual_loss: 0.0853, val_mse_loss: 0.0427, val_perceptual_loss: 0.1020,  ... 21.37 sec
(train) epoch: 1, loss: 0.0370, train_mse_loss: 0.0389, train_perceptual_loss: 0.0853, val_mse_loss: 0.0427, val_perceptual_loss: 0.1020,  ... 21.51 sec
(train) epoch: 1, loss: 0.0368, train_mse_loss: 0.0389, train_perceptual_loss: 0.0853, val_mse_loss: 0.0427, val_perceptual_loss: 0.1020,  ... 21.44 sec
(train) epoch: 1, loss: 0.0365, train_mse_loss: 0.0389, train_perceptual_loss: 0.0853, val_mse_loss: 0.0427, val_perceptual_loss: 0.1020,  ... 21.45 sec
(train) epoch: 1, loss: 0.0366, train_mse_loss: 0.0389, train_perceptual_loss: 0.0853, val_mse_loss: 0.0427, val_perceptual_loss: 0.1020,  ... 21.47 sec
(train) epoch: 1, loss: 0.0356, train_mse_loss: 0.0389, train_perceptual_loss: 0.0853, val_mse_loss: 0.0427, val_perceptual_loss: 0.1020,  ... 21.57 sec
(train) epoch: 1, loss: 0.0354, train_mse_loss: 0.0389, train_perceptual_loss: 0.0853, val_mse_loss: 0.0427, val_perceptual_loss: 0.1020,  ... 21.30 sec
(train) epoch: 1, loss: 0.0350, train_mse_loss: 0.0389, train_perceptual_loss: 0.0853, val_mse_loss: 0.0427, val_perceptual_loss: 0.1020,  ... 21.41 sec
Saving model to /result/model.pth
(train) epoch: 2, loss: 0.0356, train_mse_loss: 0.0389, train_perceptual_loss: 0.0853, val_mse_loss: 0.0363, val_perceptual_loss: 0.0908,  ... 25.94 sec
(train) epoch: 2, loss: 0.0354, train_mse_loss: 0.0389, train_perceptual_loss: 0.0853, val_mse_loss: 0.0363, val_perceptual_loss: 0.0908,  ... 21.72 sec
(train) epoch: 2, loss: 0.0347, train_mse_loss: 0.0389, train_perceptual_loss: 0.0853, val_mse_loss: 0.0363, val_perceptual_loss: 0.0908,  ... 21.64 sec
(train) epoch: 2, loss: 0.0343, train_mse_loss: 0.0389, train_perceptual_loss: 0.0853, val_mse_loss: 0.0363, val_perceptual_loss: 0.0908,  ... 21.63 sec
(train) epoch: 2, loss: 0.0342, train_mse_loss: 0.0389, train_perceptual_loss: 0.0853, val_mse_loss: 0.0363, val_perceptual_loss: 0.0908,  ... 21.40 sec
(train) epoch: 2, loss: 0.0339, train_mse_loss: 0.0389, train_perceptual_loss: 0.0853, val_mse_loss: 0.0363, val_perceptual_loss: 0.0908,  ... 21.71 sec
(train) epoch: 2, loss: 0.0346, train_mse_loss: 0.0389, train_perceptual_loss: 0.0853, val_mse_loss: 0.0363, val_perceptual_loss: 0.0908,  ... 21.61 sec
